ID	Name	Genes	Length
560	GO:0006468 protein phosphorylation	orf19.5297;orf19.5350;orf19.3256;orf19.829;orf19.5357;orf19.4297;orf19.6492;orf19.428;orf19.3331;orf19.4432;orf19.2886;orf19.1457;orf19.6010;orf19.7510;orf19.399;orf19.1041;orf19.4084;orf19.4002;orf19.7652;orf19.1754;orf19.764;orf19.1196;orf19.7281;orf19.2857;orf19.191;orf19.7044;orf19.3456;orf19.5528;orf19.4439.1;orf19.5253;orf19.5068;orf19.1341;orf19.2277;orf19.4347;orf19.3474;orf19.2605;orf19.2222;orf19.794;orf19.3530;orf19.7523;orf19.7388;orf19.6913;orf19.896;orf19.3854;orf19.1619;orf19.2436;orf19.4284;orf19.4518;orf19.791;orf19.3415;orf19.4542;orf19.2678;orf19.791;orf19.5200;orf19.2320;orf19.5376;orf19.2290;orf19.3476;orf19.3775;orf19.5224;orf19.3841;orf19.4269;orf19.5325;orf19.3669;orf19.3751;orf19.4252;orf19.223;orf19.7164;orf19.5911;orf19.4308;orf19.3523;orf19.3561;orf19.3856;orf19.5768;orf19.6049;orf19.663;orf19.793;orf19.4890;orf19.2395;orf19.6889;orf19.5408;orf19.7001;orf19.7119;orf19.5846;orf19.130;orf19.844;orf19.6369;orf19.2268;orf19.6980;orf19.3049;orf19.1874;orf19.6936;orf19.147;orf19.6275;orf19.4979;orf19.6243;orf19.2781;orf19.4194;orf19.2102;orf19.4867;orf19.1223;orf19.895;orf19.469;orf19.4997;orf19.4242;orf19.3840;orf19.4909;orf19.567;orf19.6232;orf19.3459;orf19.3545;orf19.4892;orf19.460;orf19.6846;orf19.7293;orf19.1283;orf19.7451;orf19.7208;orf19.5901;orf19.1936;orf19.6239	121
561	GO:0006469 negative regulation of protein kinase activity	orf19.3256;orf19.778;orf19.3149;orf19.6930;orf19.223;orf19.2014;orf19.6968;orf19.4390	8
562	GO:0006470 protein dephosphorylation	orf19.2402;orf19.4857;orf19.4698;orf19.4444;orf19.7036;orf19.3659;orf19.782;orf19.6365;orf19.3699;orf19.4192;orf19.2538;orf19.3071;orf19.4401;orf19.6742;orf19.4019;orf19.3854;orf19.5200;orf19.1850;orf19.4585;orf19.6810;orf19.5758;orf19.4657;orf19.726;orf19.3705;orf19.3774;orf19.6885;orf19.4866;orf19.1468;orf19.6285;orf19.5045;orf19.5406;orf19.6638;orf19.4785;orf19.20;orf19.4378;orf19.7033;orf19.1673;orf19.1762;orf19.4405;orf19.4736;orf19.7610;orf19.5661;orf19.5104;orf19.3685;orf19.1683;orf19.6376;orf19.4824;orf19.7206;orf19.843	49
563	GO:0006473 protein acetylation	orf19.536;orf19.5501;orf19.4206;orf19.5551;orf19.878;orf19.4777;orf19.5053;orf19.564;orf19.7176;orf19.4545;orf19.2129;orf19.4054;orf19.900;orf19.7295;orf19.798;orf19.4171;orf19.6880;orf19.7412;orf19.6071;orf19.139;orf19.7175;orf19.7491;orf19.6539;orf19.6250;orf19.7257;orf19.1526;orf19.1457;orf19.316;orf19.3086;orf19.4236;orf19.7264;orf19.1630;orf19.5691;orf19.5992;orf19.5463;orf19.1514;orf19.1012;orf19.1396;orf19.2361;orf19.3123;orf19.5934;orf19.5368;orf19.7468;orf19.3952;orf19.4084;orf19.2333;orf19.7638;orf19.1093;orf19.5441;orf19.2837;orf19.5445;orf19.6874;orf19.5910;orf19.5416;orf19.5346;orf19.6324;orf19.3715;orf19.6891;orf19.1259;orf19.705;orf19.4089;orf19.7353;orf19.808;orf19.3471;orf19.4208;orf19.232;orf19.3843;orf19.861;orf19.5734;orf19.1624;orf19.5056;orf19.5459;orf19.1878;orf19.4123;orf19.7572;orf19.3129;orf19.491;orf19.3428;orf19.2190;orf19.6534.2;orf19.2423;orf19.3949;orf19.6082;orf19.5495;orf19.7282;orf19.6018;orf19.3349;orf19.6716;orf19.2540;orf19.3023;orf19.7622;orf19.2222;orf19.5397;orf19.2473;orf19.4400;orf19.1968.1;orf19.7347;orf19.2088;orf19.1228;orf19.1743;orf19.7267;orf19.2739;orf19.6742;orf19.6393;orf19.3242;orf19.2767;orf19.6801;orf19.5469;orf19.5182;orf19.2146;orf19.6080;orf19.3295;orf19.7452;orf19.5558;orf19.2876;orf19.6109;orf19.4284;orf19.807;orf19.4518;orf19.841;orf19.5093;orf19.7672;orf19.3185;orf19.4594;orf19.2678;orf19.3035;orf19.3473;orf19.2343;orf19.2961;orf19.7265;orf19.1808;orf19.4585;orf19.6246;orf19.7660;orf19.4440;orf19.490;orf19.7328;orf19.6843;orf19.4848;orf19.5657;orf19.5806;orf19.5325;orf19.5521;orf19.1560;orf19.2087;orf19.6151;orf19.1446;orf19.6323;orf19.2070;orf19.350;orf19.497;orf19.7604;orf19.3000;orf19.2763;orf19.2622;orf19.1871;orf19.7598;orf19.6092;orf19.2940;orf19.7232;orf19.3077;orf19.1111;orf19.5007;orf19.6102;orf19.3211;orf19.5087;orf19.362;orf19.1453;orf19.5623;orf19.2331;orf19.396;orf19.2054;orf19.4945;orf19.6893;orf19.7119;orf19.2964;orf19.759;orf19.7144;orf19.2268;orf19.2660;orf19.6936;orf19.2465;orf19.6076;orf19.4675;orf19.6726;orf19.6094;orf19.3583;orf19.4664;orf19.4388;orf19.2116;orf19.2965;orf19.7529;orf19.5871;orf19.4312;orf19.5849;orf19.5984;orf19.422;orf19.6203;orf19.57;orf19.3550;orf19.3613;orf19.7454;orf19.2163;orf19.4867;orf19.4091;orf19.895;orf19.3173;orf19.3055;orf19.2261;orf19.2111;orf19.469;orf19.3230;orf19.1064;orf19.307;orf19.2325;orf19.3648;orf19.1860.1;orf19.528;orf19.4851;orf19.6319;orf19.2614;orf19.6171;orf19.7539;orf19.7492;orf19.779;orf19.2093;orf19.4043;orf19.7321;orf19.470;orf19.7074;orf19.544.1;orf19.7419;orf19.6694;orf19.6437;orf19.2582;orf19.7617;orf19.4032;orf19.4617;orf19.5901;orf19.5321;orf19.3940.1;orf19.1883	242
564	GO:0006474 N-terminal protein amino acid acetylation	orf19.6071;orf19.1624;orf19.1968.1;orf19.3185;orf19.6246;orf19.490;orf19.2116;orf19.7617;orf19.4617	9
565	GO:0006475 internal protein amino acid acetylation	orf19.536;orf19.5501;orf19.4206;orf19.5551;orf19.878;orf19.4777;orf19.5053;orf19.564;orf19.7176;orf19.4545;orf19.2129;orf19.4054;orf19.900;orf19.7295;orf19.798;orf19.4171;orf19.6880;orf19.7412;orf19.139;orf19.7175;orf19.7491;orf19.6539;orf19.6250;orf19.7257;orf19.1526;orf19.1457;orf19.316;orf19.3086;orf19.4236;orf19.7264;orf19.1630;orf19.5691;orf19.5992;orf19.5463;orf19.1514;orf19.1012;orf19.1396;orf19.2361;orf19.3123;orf19.5934;orf19.5368;orf19.7468;orf19.3952;orf19.4084;orf19.2333;orf19.7638;orf19.1093;orf19.5441;orf19.2837;orf19.5445;orf19.6874;orf19.5910;orf19.5416;orf19.5346;orf19.6324;orf19.3715;orf19.6891;orf19.1259;orf19.705;orf19.4089;orf19.7353;orf19.808;orf19.3471;orf19.4208;orf19.232;orf19.3843;orf19.861;orf19.5734;orf19.5056;orf19.5459;orf19.1878;orf19.4123;orf19.7572;orf19.3129;orf19.491;orf19.3428;orf19.2190;orf19.6534.2;orf19.2423;orf19.3949;orf19.6082;orf19.5495;orf19.7282;orf19.6018;orf19.3349;orf19.6716;orf19.2540;orf19.3023;orf19.7622;orf19.2222;orf19.5397;orf19.2473;orf19.4400;orf19.7347;orf19.2088;orf19.1228;orf19.1743;orf19.7267;orf19.2739;orf19.6742;orf19.6393;orf19.3242;orf19.2767;orf19.6801;orf19.5469;orf19.5182;orf19.2146;orf19.6080;orf19.3295;orf19.7452;orf19.5558;orf19.2876;orf19.6109;orf19.4284;orf19.807;orf19.4518;orf19.841;orf19.5093;orf19.7672;orf19.4594;orf19.2678;orf19.3035;orf19.3473;orf19.2343;orf19.2961;orf19.7265;orf19.1808;orf19.4585;orf19.7660;orf19.4440;orf19.7328;orf19.6843;orf19.4848;orf19.5657;orf19.5806;orf19.5325;orf19.5521;orf19.1560;orf19.2087;orf19.6151;orf19.1446;orf19.2070;orf19.350;orf19.497;orf19.7604;orf19.3000;orf19.2763;orf19.2622;orf19.1871;orf19.7598;orf19.6092;orf19.2940;orf19.7232;orf19.3077;orf19.1111;orf19.5007;orf19.6102;orf19.3211;orf19.5087;orf19.362;orf19.1453;orf19.5623;orf19.2331;orf19.396;orf19.2054;orf19.4945;orf19.6893;orf19.7119;orf19.2964;orf19.759;orf19.7144;orf19.2268;orf19.2660;orf19.6936;orf19.2465;orf19.6076;orf19.4675;orf19.6726;orf19.6094;orf19.3583;orf19.4664;orf19.4388;orf19.2965;orf19.7529;orf19.5871;orf19.4312;orf19.5849;orf19.5984;orf19.422;orf19.6203;orf19.57;orf19.3550;orf19.3613;orf19.7454;orf19.2163;orf19.4867;orf19.4091;orf19.895;orf19.3173;orf19.3055;orf19.2261;orf19.2111;orf19.469;orf19.3230;orf19.1064;orf19.307;orf19.2325;orf19.3648;orf19.1860.1;orf19.528;orf19.4851;orf19.6319;orf19.2614;orf19.6171;orf19.7539;orf19.7492;orf19.779;orf19.2093;orf19.4043;orf19.7321;orf19.470;orf19.7074;orf19.544.1;orf19.7419;orf19.6694;orf19.6437;orf19.2582;orf19.7617;orf19.4032;orf19.4617;orf19.5901;orf19.5321;orf19.3940.1;orf19.1883	234
566	GO:0006476 protein deacetylation	orf19.1755;orf19.7221;orf19.4411;orf19.6506;orf19.6011;orf19.2834;orf19.2580;orf19.2772;orf19.5377;orf19.4728;orf19.808;orf19.5241;orf19.6472;orf19.6801;orf19.2146;orf19.1934;orf19.3581;orf19.132;orf19.7344;orf19.1856;orf19.4761;orf19.2660;orf19.6952;orf19.2606	24
567	GO:0006479 protein methylation	orf19.1755;orf19.1059;orf19.3018;orf19.3665;orf19.1972;orf19.7221;orf19.4760;orf19.5783;orf19.6795;orf19.5388;orf19.4007;orf19.7326;orf19.920;orf19.5358;orf19.4375;orf19.3899;orf19.7069;orf19.2066;orf19.7402;orf19.7223;orf19.5808;orf19.2442;orf19.3291;orf19.7612;orf19.7116;orf19.3457;orf19.499;orf19.2654;orf19.3585;orf19.2476;orf19.3138;orf19.331;orf19.3836;orf19.5196;orf19.1557;orf19.6377;orf19.3964;orf19.2790;orf19.6009;orf19.1854;orf19.119;orf19.1767;orf19.3582;orf19.592;orf19.5764;orf19.120	46
568	GO:0006480 N-terminal protein amino acid methylation	orf19.4375;orf19.7069	2
569	GO:0006481 C-terminal protein methylation	orf19.6377;orf19.119;orf19.120	3
570	GO:0006482 protein demethylation	orf19.2743;orf19.1459;orf19.3281;orf19.5651	4
571	GO:0006486 protein glycosylation	orf19.5994;orf19.3672;orf19.4410;orf19.1011;orf19.4466;orf19.7391;orf19.1478;orf19.3228;orf19.1092;orf19.2444;orf19.1738;orf19.1203.1;orf19.753;orf19.4600.1;orf19.3682;orf19.6337;orf19.1618;orf19.4900;orf19.6787;orf19.851;orf19.6988;orf19.2649;orf19.6996;orf19.3536;orf19.1427;orf19.4579;orf19.6190;orf19.3222;orf19.3060;orf19.4475;orf19.6976;orf19.290;orf19.5658;orf19.7383;orf19.3876;orf19.4985;orf19.1659;orf19.6971;orf19.30;orf19.6692;orf19.6313;orf19.5931;orf19.1801;orf19.5065;orf19.1232;orf19.3675;orf19.4442;orf19.4719;orf19.1843;orf19.4494;orf19.2937;orf19.1746;orf19.6029;orf19.2200;orf19.4560;orf19.1761;orf19.516;orf19.3744;orf19.6738;orf19.7549;orf19.656;orf19.6642;orf19.6812;orf19.4028;orf19.4491;orf19.6416;orf19.1665;orf19.1010;orf19.1663;orf19.1390;orf19.3802;orf19.7089;orf19.5073;orf19.849;orf19.2347;orf19.3994;orf19.1995;orf19.3996;orf19.3282;orf19.3631;orf19.5171;orf19.4109;orf19.4203;orf19.2927;orf19.2298;orf19.2419;orf19.3267;orf19.4874;orf19.1096;orf19.4316;orf19.3225;orf19.2187;orf19.5236;orf19.3803;orf19.3804;orf19.7394;orf19.3394;orf19.5963;orf19.2915;orf19.3207;orf19.3622;orf19.5164;orf19.4064;orf19.4865;orf19.7426;orf19.3255;orf19.120;orf19.5244;orf19.4181;orf19.3468;orf19.4279;orf19.6782	112
572	GO:0006487 protein N-linked glycosylation	orf19.5994;orf19.4410;orf19.4466;orf19.7391;orf19.1478;orf19.3228;orf19.1092;orf19.2444;orf19.1203.1;orf19.4600.1;orf19.3682;orf19.6337;orf19.1618;orf19.6787;orf19.6988;orf19.2649;orf19.3536;orf19.1427;orf19.4579;orf19.3222;orf19.3060;orf19.4475;orf19.6976;orf19.5658;orf19.7383;orf19.3876;orf19.4985;orf19.1659;orf19.6971;orf19.30;orf19.5931;orf19.1801;orf19.4442;orf19.4719;orf19.1843;orf19.4494;orf19.2937;orf19.1746;orf19.6029;orf19.2200;orf19.1761;orf19.516;orf19.3744;orf19.6738;orf19.656;orf19.6642;orf19.4491;orf19.6416;orf19.1665;orf19.1010;orf19.1663;orf19.5073;orf19.849;orf19.3994;orf19.3631;orf19.4203;orf19.2927;orf19.2298;orf19.3267;orf19.1096;orf19.4316;orf19.3225;orf19.2187;orf19.3804;orf19.7394;orf19.3394;orf19.3207;orf19.3622;orf19.5164;orf19.4064;orf19.4865;orf19.7426;orf19.3255;orf19.120;orf19.5244;orf19.4181;orf19.3468	77
573	GO:0006488 dolichol-linked oligosaccharide biosynthetic process	orf19.7391;orf19.1092;orf19.1203.1;orf19.4600.1;orf19.5363;orf19.2837;orf19.4442;orf19.1843;orf19.516;orf19.5073;orf19.209;orf19.6025;orf19.5164;orf19.3468	14
574	GO:0006489 dolichyl diphosphate biosynthetic process	orf19.2187	1
575	GO:0006490 oligosaccharide-lipid intermediate biosynthetic process	orf19.4410;orf19.7391;orf19.1092;orf19.1203.1;orf19.4600.1;orf19.1221;orf19.5363;orf19.2837;orf19.1659;orf19.4442;orf19.1843;orf19.516;orf19.5073;orf19.209;orf19.6025;orf19.5164;orf19.3468	17
576	GO:0006491 N-glycan processing	orf19.7391;orf19.1036;orf19.4719;orf19.1663;orf19.974;orf19.2187;orf19.3286	7
577	GO:0006493 protein O-linked glycosylation	orf19.1203.1;orf19.4600.1;orf19.4900;orf19.6996;orf19.4475;orf19.6313;orf19.6029;orf19.4560;orf19.7549;orf19.6812;orf19.1665;orf19.1010;orf19.1663;orf19.3802;orf19.5073;orf19.849;orf19.3994;orf19.3282;orf19.5171;orf19.4109;orf19.2419;orf19.7394;orf19.4279;orf19.6782	24
578	GO:0006497 protein lipidation	orf19.3677;orf19.3447;orf19.5292;orf19.2401;orf19.4466;orf19.1210;orf19.3228;orf19.1092;orf19.2444;orf19.5792;orf19.6802;orf19.3682;orf19.6337;orf19.1618;orf19.6034;orf19.3557;orf19.6787;orf19.4748;orf19.4823;orf19.1946;orf19.6988;orf19.4698;orf19.438;orf19.1427;orf19.1063;orf19.3998;orf19.1955;orf19.3166;orf19.5092;orf19.3060;orf19.707;orf19.764;orf19.3445;orf19.290;orf19.3876;orf19.3212;orf19.7127;orf19.4341;orf19.1803;orf19.4985;orf19.184;orf19.1659;orf19.6971;orf19.2529;orf19.30;orf19.3409;orf19.1991;orf19.487;orf19.433;orf19.5931;orf19.1801;orf19.4442;orf19.3214;orf19.652;orf19.1843;orf19.71;orf19.1746;orf19.5418;orf19.1043;orf19.2828;orf19.3083;orf19.516;orf19.7219;orf19.2761;orf19.122;orf19.656;orf19.6642;orf19.3269;orf19.4950;orf19.4549;orf19.4491;orf19.2756;orf19.7487;orf19.1010;orf19.5033;orf19.479.2;orf19.7010;orf19.2001;orf19.5073;orf19.925;orf19.3994;orf19.5242;orf19.209;orf19.1054;orf19.6358;orf19.793;orf19.3996;orf19.4521;orf19.3356;orf19.3631;orf19.4203;orf19.4786;orf19.1823;orf19.6020;orf19.3267;orf19.1096;orf19.1793;orf19.2890;orf19.3293;orf19.227;orf19.1049;orf19.4316;orf19.3225;orf19.2637;orf19.7033;orf19.4134;orf19.261;orf19.3804;orf19.6884;orf19.3469;orf19.302;orf19.2672;orf19.3394;orf19.6707;orf19.4581;orf19.7330;orf19.538;orf19.1881;orf19.832;orf19.4905;orf19.3014;orf19.3554;orf19.5276;orf19.7342;orf19.1780;orf19.5379;orf19.4240;orf19.4381;orf19.1289;orf19.3203;orf19.4981;orf19.5164;orf19.4064;orf19.6977;orf19.4865;orf19.3255;orf19.6581;orf19.4641;orf19.3030;orf19.5244;orf19.4181;orf19.6481;orf19.6782	143
579	GO:0006498 N-terminal protein lipidation	orf19.4641	1
580	GO:0006499 N-terminal protein myristoylation	orf19.4641	1
581	GO:0006501 C-terminal protein lipidation	orf19.3677;orf19.2401;orf19.3998;orf19.707;orf19.5033;orf19.6020	6
582	GO:0006505 GPI anchor metabolic process	orf19.3447;orf19.5292;orf19.4466;orf19.1210;orf19.1053;orf19.3228;orf19.1092;orf19.2444;orf19.5792;orf19.3682;orf19.6337;orf19.1618;orf19.6034;orf19.3557;orf19.6787;orf19.4748;orf19.4823;orf19.1946;orf19.6988;orf19.4698;orf19.438;orf19.1427;orf19.1063;orf19.3166;orf19.5092;orf19.3060;orf19.764;orf19.3445;orf19.290;orf19.3876;orf19.3212;orf19.7127;orf19.4341;orf19.1803;orf19.4985;orf19.184;orf19.4769;orf19.1659;orf19.6971;orf19.2529;orf19.30;orf19.3409;orf19.1991;orf19.3043;orf19.487;orf19.433;orf19.5931;orf19.1801;orf19.4442;orf19.3214;orf19.652;orf19.1843;orf19.71;orf19.1746;orf19.5418;orf19.1043;orf19.2828;orf19.3083;orf19.516;orf19.7219;orf19.2761;orf19.122;orf19.656;orf19.6642;orf19.3269;orf19.4549;orf19.4491;orf19.2756;orf19.7487;orf19.1010;orf19.479.2;orf19.7010;orf19.2001;orf19.5073;orf19.925;orf19.3994;orf19.5242;orf19.209;orf19.1054;orf19.6358;orf19.793;orf19.3996;orf19.4521;orf19.3356;orf19.3631;orf19.4203;orf19.4786;orf19.1823;orf19.3267;orf19.1096;orf19.2890;orf19.3293;orf19.227;orf19.1049;orf19.4316;orf19.3225;orf19.2637;orf19.7033;orf19.261;orf19.3804;orf19.6884;orf19.3469;orf19.302;orf19.2672;orf19.3394;orf19.6707;orf19.4581;orf19.7330;orf19.538;orf19.1881;orf19.832;orf19.4905;orf19.3014;orf19.3554;orf19.5276;orf19.7342;orf19.1780;orf19.5379;orf19.4240;orf19.4381;orf19.1289;orf19.3203;orf19.4981;orf19.5164;orf19.4064;orf19.6977;orf19.4865;orf19.3255;orf19.5244;orf19.4181;orf19.6481;orf19.6782	132
583	GO:0006506 GPI anchor biosynthetic process	orf19.3447;orf19.5292;orf19.4466;orf19.1210;orf19.3228;orf19.1092;orf19.2444;orf19.5792;orf19.3682;orf19.6337;orf19.1618;orf19.6034;orf19.3557;orf19.6787;orf19.4748;orf19.4823;orf19.1946;orf19.6988;orf19.4698;orf19.438;orf19.1427;orf19.1063;orf19.3166;orf19.5092;orf19.3060;orf19.764;orf19.3445;orf19.290;orf19.3876;orf19.3212;orf19.7127;orf19.4341;orf19.1803;orf19.4985;orf19.184;orf19.1659;orf19.6971;orf19.2529;orf19.30;orf19.3409;orf19.1991;orf19.487;orf19.433;orf19.5931;orf19.1801;orf19.4442;orf19.3214;orf19.652;orf19.1843;orf19.71;orf19.1746;orf19.5418;orf19.1043;orf19.2828;orf19.3083;orf19.516;orf19.7219;orf19.2761;orf19.122;orf19.656;orf19.6642;orf19.3269;orf19.4549;orf19.4491;orf19.2756;orf19.7487;orf19.1010;orf19.479.2;orf19.7010;orf19.2001;orf19.5073;orf19.925;orf19.3994;orf19.5242;orf19.209;orf19.1054;orf19.6358;orf19.793;orf19.3996;orf19.4521;orf19.3356;orf19.3631;orf19.4203;orf19.4786;orf19.1823;orf19.3267;orf19.1096;orf19.2890;orf19.3293;orf19.227;orf19.1049;orf19.4316;orf19.3225;orf19.2637;orf19.7033;orf19.261;orf19.3804;orf19.6884;orf19.3469;orf19.302;orf19.2672;orf19.3394;orf19.6707;orf19.4581;orf19.7330;orf19.538;orf19.1881;orf19.832;orf19.4905;orf19.3014;orf19.3554;orf19.5276;orf19.7342;orf19.1780;orf19.5379;orf19.4240;orf19.4381;orf19.1289;orf19.3203;orf19.4981;orf19.5164;orf19.4064;orf19.6977;orf19.4865;orf19.3255;orf19.5244;orf19.4181;orf19.6481;orf19.6782	129
